combined from w1 w2 w3 w4 w5 w6 w7 w8
                   0	word021
                   0	word023
                   0	word026
                   0	word027
                   0	word028
                   0	word029
                   0	word030
                   0	word031
                   0	word032
                   0	word033
                   0	word034
                   0	word035
                   0	word036
                   0	word037
                   0	word038
                   0	word039
                   0	word040
                   0	word041
                   0	word042
                   0	word043
                   0	word044
                   0	word045
                   0	word046
                   0	word047
                   0	word048
                   0	word049
                   0	word050
                   3	word025
                   7	word024
                  11	word020
                  11	word022
                  20	word018
                  36	word019
                  96	word017
                 208	word016
                 522	word015
                2535	word014
                6209	word013
               14777	word012
               15391	word011
               28305	word010
               39801	word009
               58184	word008
               74084	word007
               86391	word006
              103236	word005
              119342	word004
              121344	word003
              159653	word002
              169817	word001
       122	.4_
       122	N_A
       122	_40
       122	_Fy
       122	hgy
       122	oun
       122	yty
       122	âl_
       142	24_
       142	2_A
       142	50_
       142	:_D
       142	Bre
       142	Com
       142	Myn
       142	Tac
       142	_Fi
       142	i_M
       142	igu
       142	nd.
       142	oru
       142	ryl
       142	s_R
       142	wit
       142	â_r
       158	._s
       158	25_
       158	_(b
       158	e_R
       158	enb
       158	fwn
       158	gu,
       158	h_R
       158	l_4
       158	ngs
       158	r_O
       158	s_u
       158	y_N
       159	)_i
       159	)_s
       159	e_G
       159	o_D
       159	pot
       161	(yn
       161	Dyd
       161	Lei
       161	cop
       161	d_U
       161	en-
       161	r:_
       161	soc
       163	5_o
       163	Tei
       163	Wal
       163	_(i
       163	enl
       163	nym
       174	(Cy
       174	)_C
       174	,_(
       174	Ohe
       174	Y_p
       174	_Oh
       174	_i,
       174	ide
       174	rn,
       176	22_
       176	:_T
       176	Cyr
       176	Gra
       176	Uni
       176	hdr
       182	4._
       182	L_Y
       182	f_u
       182	hwm
       182	nd,
       183	3_A
       183	du.
       183	lot
       183	o_(
       183	obr
       183	sge
       183	t_l
       183	wob
       184	aga
       184	da,
       185	rpe
       185	w:_
       186	197
       186	Ion
       186	_(y
       186	hwb
       186	u_S
       186	wsa
       186	ydf
       187	Taf
       187	ha_
       187	ri,
       200	f_t
       200	lal
       200	mrw
       200	oad
       200	tin
       200	ts.
       200	ymf
       201	_(M
       201	boe
       201	d_3
       201	rop
       201	tyb
       201	â_C
       203	lol
       203	ru’
       203	w.d
       204	1)_
       205	0,_
       205	7._
       205	Yma
       205	eb,
       205	idw
       205	le,
       205	oce
       205	u_E
       205	ôl,
       206	4_a
       206	ety
       207	5._
       207	:_a
       207	eyr
       207	rnu
       212	;_C
       212	Ded
       213	Dae
       213	d_H
       213	wm,
       214	iwm
       214	rem
       217	fo_
       217	h:_
       224	th;
       225	Bla
       225	Gro
       225	Pry
       225	U_C
       225	_(t
       225	bor
       225	cat
       225	cli
       225	i_S
       225	m_p
       225	ma.
       225	mwa
       225	pea
       225	ru)
       225	t:_
       225	yg,
       226	2_a
       226	heg
       226	obï
       227	_22
       227	l_D
       227	l’,
       228	i_1
       228	rit
       232	du,
       232	gyt
       232	ng.
       232	out
       232	’_M
       235	ar-
       235	nfe
       235	r-l
       235	s_E
       237	Dar
       237	aoe
       237	atw
       237	br_
       237	fec
       239	5_a
       239	biw
       239	h_L
       239	n)_
       239	rmi
       242	_nw
       243	_ea
       243	fig
       243	r_R
       243	ud,
       245	8._
       245	_To
       245	cal
       245	f_w
       245	rdi
       245	sna
       245	tid
       246	ntu
       246	phw
       247	ft_
       247	i;_
       250	glŷ
       250	lŷn
       258	dd;
       258	ere
       259	ch)
       260	.y.
       260	h.y
       260	inw
       260	loy
       260	tiy
       260	ys:
       262	a_3
       262	bil
       262	iti
       262	opi
       262	s_P
       262	ts_
       262	yw,
       263	-le
       263	0_y
       263	6_a
       263	anb
       263	dip
       263	lof
       263	to.
       264	1_a
       264	5_C
       264	clu
       264	eai
       264	i_W
       264	ma’
       264	ys,
       265	_lu
       265	b_b
       265	r;_
       266	f_r
       266	ura
       267	w_l
       267	y_‘
       268	i:_
       268	ibe
       270	osa
       271	oba
       274	amp
       274	ry_
       274	se_
       275	Hen
       275	alc
       275	cle
       275	die
       276	i)_
       276	lur
       278	Wrt
       278	_Le
       278	_dâ
       278	ebo
       278	nom
       278	wm.
       281	a_1
       281	g_1
       281	sla
       281	tws
       281	w_t
       281	wau
       284	Car
       284	Pet
       284	afe
       284	ige
       284	ilw
       284	nc,
       284	nu.
       284	â_b
       285	g_â
       285	h’_
       285	nus
       287	hle
       287	p_y
       288	_(2
       288	cen
       288	ces
       288	pêl
       288	r_2
       289	_3.
       289	_50
       289	foc
       290	Maw
       290	b_w
       290	dem
       290	fti
       290	seg
       290	uod
       291	fao
       291	tig
       291	’_(
       292	g;_
       292	pur
       292	reg
       293	h_(
       293	wy,
       294	)_g
       294	15_
       294	_En
       294	fni
       294	h_T
       294	idy
       294	n_O
       294	toc
       295	6,_
       295	no.
       295	nso
       295	nsw
       295	odu
       295	uen
       296	eua
       296	re_
       300	_Re
       300	b,_
       300	fes
       302	hla
       302	lyb
       303	wyf
       304	fam
       304	swl
       305	Sul
       305	d_1
       305	ops
       305	orn
       307	Diw
       307	Dyw
       307	enc
       307	fna
       307	hy_
       307	iro
       307	sbr
       307	yta
       308	a_‘
       308	isa
       308	lyt
       308	m_r
       308	s_A
       308	wyw
       311	ree
       312	am,
       312	ho_
       314	â_s
       316	40_
       316	Ang
       316	Pre
       317	abe
       317	b._
       317	gir
       317	ifl
       317	nit
       318	3._
       318	au;
       318	dyb
       318	ebi
       318	mlo
       318	t_r
       319	2_M
       319	Mod
       319	Yng
       319	erl
       319	u:_
       322	,_D
       322	Alb
       322	_Ai
       322	dd:
       322	m_1
       322	o_L
       322	tir
       323	Mei
       323	Neu
       323	f_C
       323	fyf
       323	hlw
       323	i-w
       329	phl
       331	r_W
       332	Eff
       333	Gyr
       333	h_1
       333	rnd
       333	y_W
       334	abw
       334	h_H
       334	nin
       335	Iwe
       335	to,
       336	b_l
       336	imi
       336	ote
       338	h_M
       339	_My
       339	fiw
       339	m_u
       341	‘Cy
       342	Asi
       342	Cer
       342	yn:
       343	go_
       343	paw
       343	rwg
       343	w_n
       344	)_Y
       344	_af
       344	g_r
       344	w_p
       345	ahâ
       345	nu’
       348	;_a
       348	Oed
       348	l_E
       348	m_l
       348	oen
       349	,_F
       349	Haw
       349	d_E
       349	g_b
       349	i_B
       349	n_4
       349	tic
       351	f_D
       352	;_y
       352	Bu_
       354	Ffo
       354	_Mh
       354	ghl
       354	ile
       354	n_F
       354	p_o
       355	b_d
       356	1_C
       357	_4.
       357	yf_
       359	Gwi
       359	Une
       359	own
       359	u_·
       359	uli
       359	wso
       360	anh
       360	hur
       360	rnh
       362	_1_
       362	hlo
       367	,_P
       367	cti
       367	ygy
       368	il,
       368	n;_
       368	s_t
       368	t_m
       368	ten
       368	th’
       368	’_o
       372	-wa
       372	Tel
       372	pra
       372	sys
       373	:_C
       373	dfo
       373	itr
       373	met
       375	Wai
       375	b_e
       375	fab
       375	ysa
       376	f_p
       376	g_C
       378	)_1
       378	003
       378	_(A
       379	Sut
       379	meg
       379	rus
       381	Gre
       381	fôn
       382	:_Y
       382	Dde
       382	tuo
       384	y_T
       385	aeo
       387	_Iw
       388	_rô
       388	ify
       388	rôl
       389	_(c
       389	deo
       389	ywb
       390	b_f
       390	hly
       390	hud
       390	psi
       390	y_M
       391	._U
       391	ede
       391	reo
       394	aol
       397	_Ry
       397	h)_
       397	ust
       398	Bro
       398	w_s
       398	ylo
       398	yrn
       400	ici
       401	or,
       403	,_E
       403	0._
       403	_Tu
       403	do.
       403	eus
       403	yt_
       407	_op
       407	h;_
       407	ire
       408	_Ho
       408	adf
       408	asn
       409	hus
       410	Adn
       410	mon
       410	tar
       410	ymi
       411	:_1
       411	uso
       412	Pri
       412	bae
       412	cwe
       412	e_o
       412	gr_
       412	nam
       412	nwe
       412	of_
       413	._L
       413	age
       414	Mac
       414	_Io
       414	nys
       414	rwr
       414	s_T
       414	y_L
       415	cly
       415	hao
       416	_gŵ
       417	gŵr
       419	b_o
       420	-_y
       420	b_s
       420	eso
       420	n_3
       420	nse
       420	ybr
       424	Dre
       424	g_s
       426	_Fr
       426	ft,
       426	ygl
       428	001
       428	u;_
       429	,_2
       430	wbe
       431	Ymh
       431	ad-
       431	unw
       433	%_o
       433	-de
       433	2,_
       433	Gyf
       433	aho
       433	id,
       436	Ryd
       437	w.c
       438	pol
       439	_8_
       440	0_3
       441	_Mr
       441	cla
       441	dwi
       441	nct
       441	toi
       442	eie
       442	fi.
       442	iac
       442	ilo
       442	lu,
       442	ogf
       442	y_F
       443	_So
       445	pa_
       446	h_D
       447	t_t
       447	ti_
       448	_ew
       448	f_s
       448	hwc
       449	Bar
       449	ddl
       449	rws
       449	un,
       449	un.
       450	sle
       451	bus
       451	w_m
       452	rc_
       455	_7_
       455	lba
       455	m_2
       457	_6_
       457	com
       457	s:_
       457	wto
       457	áu_
       459	aby
       459	b_c
       460	b_m
       461	esy
       461	ybu
       463	Gen
       463	ef,
       464	Cys
       464	Dio
       464	cws
       464	uoe
       465	ern
       466	_‘d
       466	o_u
       467	rdy
       468	c_w
       468	igr
       469	no,
       469	r_â
       469	ryg
       470	enr
       471	ont
       471	twn
       472	use
       474	9_o
       476	mia
       476	o_t
       477	l_M
       478	Bri
       478	Gwn
       478	apu
       478	a’n
       478	d_2
       478	egu
       478	f_m
       479	_e.
       479	f_h
       479	igi
       483	d_‘
       484	Awd
       484	Rho
       484	gob
       484	wy’
       485	Hyf
       485	og,
       487	Cof
       487	r_M
       488	amw
       488	bl,
       488	ean
       492	_(1
       492	e_l
       492	y_e
       494	eti
       494	w_u
       497	Gwl
       497	w_o
       498	tys
       499	_(o
       499	g_(
       501	Hyd
       501	syr
       501	s’_
       502	Fod
       502	caf
       502	dw’
       502	gas
       502	m_s
       502	men
       502	nne
       502	wym
       503	Cae
       503	_Is
       503	baw
       503	d_N
       503	fi,
       503	hân
       504	inn
       504	is.
       504	ysw
       505	002
       508	11_
       508	Tal
       508	bl.
       509	Efa
       509	erm
       509	esb
       509	wyg
       510	._g
       510	Pla
       510	_ic
       510	ed)
       510	egl
       510	eon
       510	i_(
       512	hat
       512	m_c
       513	yby
       514	afr
       514	mas
       515	cas
       517	30_
       517	h_u
       518	al,
       518	di,
       518	ead
       518	eue
       518	rwm
       521	ai,
       521	hyg
       521	mag
       521	sir
       521	we_
       522	eun
       523	goe
       525	ddh
       525	dha
       525	ia_
       525	s_l
       526	d_L
       526	o_C
       526	o_F
       527	bo_
       527	g_D
       527	m_C
       528	_13
       528	lp_
       529	u_B
       530	14_
       530	Wei
       530	_to
       530	f_b
       530	hda
       530	u_T
       530	y’r
       531	._1
       531	ica
       533	rog
       534	d_R
       534	hry
       535	anr
       535	ni’
       536	iny
       536	mly
       536	onf
       536	·_c
       538	u’_
       539	tom
       541	_Ri
       541	afu
       541	byt
       541	des
       541	ioe
